period, operator, operatorLabel, product, category, gridusagename, gridusage before discount (cts./kWh), gridusagediscount discount (cts./kWh), gridusage after discount (cts./kWh), hereof grid: fixcosts (CHF p.a.), hereof grid: power price (CHF p.a.), hereof grid: working price (cts./kWh), energyname, energy before discount (cts./kWh), energy discount (cts./kWh), energy after discount (cts./kWh), hereof energy: fixcosts (CHF p.a.), hereof energy: power price (CHF p.a.), hereof energy: working price (cts./kWh), charge (cts./kWh), aidfee (cts./kWh), total (cts./kWh)
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Blue, Tarif double",11.036933333333334,0,11.036933333333334,39,0,11.029133333333334,1.4,2.3,22.008375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H3,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.386666666666667,0,10.386666666666667,39,0,9.52,1.62,2.3,30.096666666666668
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.603538461538461,0,9.603538461538461,39,0,9.303538461538462,1.62,2.3,25.02430769230769
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Blue, Tarif unique",12.9575,0,12.9575,39,0,10.52,1.2,2.3,38.7
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745465564444444,0,6.745465564444444,39,256236,2.5368255644444444,"La Goule Energy Grey, Tarif double					",9.996075982222223,0,9.996075982222223,39,0,9.995555982222223,0.203831,2.3,19.245372546666665
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.603538461538461,0,9.603538461538461,39,0,9.303538461538462,1.43,2.3,24.834307692307693
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H3,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.386666666666667,0,10.386666666666667,39,0,9.52,1.5,2.3,29.976666666666667
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.35,2.3,28.056
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.4897,0,11.4897,39,13410,7.9137,"La Goule Energy Blue, Tarif double",11.036933333333334,0,11.036933333333334,39,0,11.029133333333334,0.08,2.3,24.906633333333332
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C1,BT TU,14.2325,0,14.2325,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.0075,0,10.0075,39,0,9.52,1.35,2.3,27.89
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Blue, Tarif unique",10.676,0,10.676,39,0,10.52,1.43,2.3,27.2768
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.603538461538461,0,10.603538461538461,39,0,10.303538461538462,0.6,2.3,25.00430769230769
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.603538461538461,0,10.603538461538461,39,0,10.303538461538462,1,2.3,25.404307692307693
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.43,2.3,33.448
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.2,2.3,26.0468
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.386666666666667,0,11.386666666666667,39,0,10.52,1.5,2.3,30.976666666666667
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Blue, Tarif unique",10.676,0,10.676,39,0,10.52,1.6,2.3,27.4468
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.603538461538461,0,9.603538461538461,39,0,9.303538461538462,1.2,2.3,24.604307692307692
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H8,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.3,2.3,29.006
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,0.6,2.3,32.618
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.2,2.3,33.218
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C1,BT TU,14.2325,0,14.2325,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.0075,0,10.0075,39,0,9.52,1,2.3,27.54
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,39,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,0.933333,2.3,26.647333
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C4,BT Maxi < 3'500,11.4897,0,11.4897,39,13410,7.9137,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,1.2,2.3,25.026633333333333
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H2,BT TU,18.638,0,18.638,39,0,11.45,"La Goule Energy Blue, Tarif unique",12.08,0,12.08,39,0,10.52,1.35,2.3,34.368
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H3,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.386666666666667,0,11.386666666666667,39,0,10.52,1.62,2.3,31.096666666666668
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.9575,0,11.9575,39,0,9.52,0.6,2.3,37.1
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,0.08,2.3,19.688375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C2,BT TU,12.764,0,12.764,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.65,0,9.65,39,0,9.52,1.157833,2.3,25.871833
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Blue, Tarif double",11.036933333333334,0,11.036933333333334,39,0,11.029133333333334,0.08,2.3,20.688375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745465564444444,0,6.745465564444444,39,256236,2.5368255644444444,"La Goule Energy Grey, Tarif double					",9.996075982222223,0,9.996075982222223,39,0,9.995555982222223,0.005333,2.3,19.04687454666667
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745465564444444,0,6.745465564444444,39,256236,2.5368255644444444,"La Goule Energy Grey, Tarif double					",9.996075982222223,0,9.996075982222223,39,0,9.995555982222223,0.004125,2.3,19.045666546666666
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C7,MT > 3'500 h,6.745465564444444,0,6.745465564444444,39,256236,2.5368255644444444,"La Goule Energy Blue, Tarif double",10.996075982222223,0,10.996075982222223,39,0,10.995555982222223,0.6,2.3,20.641541546666666
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,1.62,2.3,21.228375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.9575,0,11.9575,39,0,9.52,1.6,2.3,38.1
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,0.06,2.3,19.668375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.3493,2.3,26.1961
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.5,2.3,33.518
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.43,2.3,29.136
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.7117,0,7.7117,39,62880,2.6789,"La Goule Energy Grey, Tarif double",10.3598,0,10.3598,39,0,10.3572,1.4,2.3,21.7715
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.5,2.3,28.206
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.7117,0,7.7117,39,62880,2.6789,"La Goule Energy Blue, Tarif double",11.3598,0,11.3598,39,0,11.3572,0.6,2.3,21.9715
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C4,BT Maxi < 3'500,11.4897,0,11.4897,39,13410,7.9137,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,0.6,2.3,24.426633333333335
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C1,BT TU,14.2325,0,14.2325,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.0075,0,11.0075,39,0,10.52,1.2,2.3,28.74
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.603538461538461,0,10.603538461538461,39,0,10.303538461538462,1.35,2.3,25.75430769230769
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.2,2.3,28.906
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.43,2.3,26.2768
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.43,2.3,28.136
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.4666,2.3,26.3134
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.386666666666667,0,11.386666666666667,39,0,10.52,1.6,2.3,31.076666666666668
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Blue, Tarif double",11.036933333333334,0,11.036933333333334,39,0,11.029133333333334,0.056,2.3,20.664375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.6,2.3,33.618
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664333333333333,0,12.664333333333333,39,4470,8.524333333333333,"La Goule Energy Blue, Tarif double",11.462222222222222,0,11.462222222222222,39,0,11.436222222222222,0.186667,2.3,26.613222555555556
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C2,BT TU,12.764,0,12.764,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.65,0,9.65,39,0,9.52,1.15775,2.3,25.87175
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C1,BT TU,14.2325,0,14.2325,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.0075,0,10.0075,39,0,9.52,1.5,2.3,28.04
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,0.056,2.3,19.664375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.603538461538461,0,10.603538461538461,39,0,10.303538461538462,1.4,2.3,25.80430769230769
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C3,BT Maxi < 3'500 h,12.664333333333333,0,12.664333333333333,39,4470,8.524333333333333,"La Goule Energy Grey, Tarif double",10.462222222222222,0,10.462222222222222,39,0,10.436222222222222,0.186667,2.3,25.613222555555556
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.35,2.3,28.056
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.500769230769231,0,11.500769230769231,39,0,9.488461538461538,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.603538461538461,0,9.603538461538461,39,0,9.303538461538462,1,2.3,24.404307692307693
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.62,2.3,28.326
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.386666666666667,0,11.386666666666667,39,0,10.52,0.6,2.3,30.076666666666668
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.9575,0,11.9575,39,0,9.52,1,2.3,37.5
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Blue, Tarif unique",12.9575,0,12.9575,39,0,10.52,1.5,2.3,39
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,0.6,2.3,25.4468
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C1,BT TU,14.2325,0,14.2325,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.0075,0,10.0075,39,0,9.52,1.43,2.3,27.97
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664333333333333,0,12.664333333333333,39,4470,8.524333333333333,"La Goule Energy Blue, Tarif double",11.462222222222222,0,11.462222222222222,39,0,11.436222222222222,0.333333,2.3,26.759888555555555
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.7117,0,7.7117,39,62880,2.6789,"La Goule Energy Grey, Tarif double",10.3598,0,10.3598,39,0,10.3572,0.026667,2.3,20.398167
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.4,2.3,28.106
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Blue, Tarif unique",12.9575,0,12.9575,39,0,10.52,0.6,2.3,38.1
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H8,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.6,2.3,29.306
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.4897,0,11.4897,39,13410,7.9137,"La Goule Energy Blue, Tarif double",11.036933333333334,0,11.036933333333334,39,0,11.029133333333334,1.4,2.3,26.226633333333332
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C5,MT < 3'500 h,7.271441666666667,0,7.271441666666667,39,5670,5.175041666666667,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,1.2,2.3,20.808375
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,39,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.6,2.3,28.306
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.7117,0,7.7117,39,62880,2.6789,"La Goule Energy Grey, Tarif double",10.3598,0,10.3598,39,0,10.3572,0.219157,2.3,20.590657
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.8708,0,12.8708,39,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.3494,2.3,26.1962
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C4,BT Maxi < 3'500,11.4897,0,11.4897,39,13410,7.9137,"La Goule Energy Grey, Tarif double",10.036933333333334,0,10.036933333333334,39,0,10.029133333333334,0.26333,2.3,24.089963333333333
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.2425,0,22.2425,39,0,11.45,"La Goule Energy Grey, Tarif unique",11.9575,0,11.9575,39,0,9.52,1.5,2.3,38
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.386666666666667,0,11.386666666666667,39,0,10.52,1.35,2.3,30.826666666666668
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745465564444444,0,6.745465564444444,39,256236,2.5368255644444444,"La Goule Energy Grey, Tarif double					",9.996075982222223,0,9.996075982222223,39,0,9.995555982222223,0.65,2.3,19.691541546666667
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C1,BT TU,14.2325,0,14.2325,39,0,11.45,"La Goule Energy Blue, Tarif unique",11.0075,0,11.0075,39,0,10.52,1.5,2.3,29.04
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.7117,0,7.7117,39,62880,2.6789,"La Goule Energy Blue, Tarif double",11.3598,0,11.3598,39,0,11.3572,0.026667,2.3,21.398167
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,39,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,1.2555,2.3,26.9695
